customerid,creditscore,balance,estimatedsalary
15721426,606,126306.64,7861.68
15725997,660,100768.77,19199.61
15762138,608,0.0,178504.29
15750649,744,0.0,189016.14
15685706,731,118991.79,156048.64
15641835,683,140997.26,52876.41
15586821,727,0.0,19653.08
15569678,561,166824.59,139451.98
15793842,700,76322.69,128136.29
15667554,605,0.0,45206.57
15794479,767,149083.7,190146.83
15585041,511,0.0,158313.87
15780650,667,0.0,96670.2
15780846,787,126588.81,62163.53
15805260,705,143249.67,88428.41
15621629,773,81844.91,35908.46
15662151,554,0.0,168780.04
15747174,526,190298.89,191263.76
15651585,661,117212.18,83052.03
15649738,698,0.0,125962.02
15633108,646,139848.17,164696.27
15769254,757,101861.36,187011.96
15704746,699,167455.66,55324.49
15637644,667,0.0,34335.55
15609562,774,116360.07,17004.14
15787459,745,88466.82,116331.42
15762902,649,0.0,22974.01
15738605,634,123642.36,49725.16
15724889,665,0.0,87412.74
15730735,713,72286.84,26136.89
15689147,652,0.0,126554.96
15730397,739,109681.61,193321.3
15762169,556,145018.64,90928.02
15589320,699,0.0,76510.46
15799211,708,187487.63,120115.5
15798310,480,165692.91,197984.58
15609998,700,137648.41,142977.05
15583548,525,118560.0,82522.61
15761763,845,164385.53,150664.97
15764409,613,108286.5,114153.44
15710161,850,0.0,171706.66
15735246,798,0.0,119071.56
15791700,773,118079.47,143007.49
15670753,614,127283.78,31302.35
15573876,473,0.0,71139.8
15770174,762,141389.06,54122.89
15641114,701,130091.5,120031.29
15682435,600,143744.77,104076.51
15751788,850,97408.03,175853.64
15672598,613,111927.45,175795.87
15762803,509,0.0,15360.91
15812982,509,0.0,168460.12
15597901,609,0.0,181177.9
15731507,456,188285.68,58363.94
15809826,728,109705.52,20276.87
15764237,663,0.0,91514.62
15769917,673,127122.79,76703.1
15641850,717,98241.04,110887.14
15770974,741,170840.08,109843.16
15803749,498,87541.06,12577.21
15684999,850,62610.96,179365.1
15770225,493,0.0,65816.53
15627484,686,113328.93,124170.9
15610337,666,104832.49,175015.12
15752488,733,102289.85,115441.66
15610056,631,125227.82,128247.03
15806049,714,140510.89,141914.94
15736069,767,132253.22,115566.57
15763662,711,39043.29,175423.69
15615575,722,0.0,133447.49
15691723,631,99685.06,114474.98
15774098,701,125385.49,52044.66
15750808,790,131365.37,180290.68
15744368,633,98308.51,132034.13
15610594,644,0.0,20968.88
15756125,757,140856.16,158735.1
15623277,696,0.0,196134.44
15795954,746,172274.01,22374.97
15671969,649,0.0,161668.15
15791268,565,122447.76,67339.34
15713655,720,0.0,56229.72
15633930,648,157559.59,140991.23
15712849,632,126550.7,177644.52
15639077,622,158584.82,142342.55
15808784,835,163569.61,154559.28
15648577,493,0.0,176570.28
15670345,785,127211.45,191961.83
15633112,681,118199.97,9452.88
15714397,621,101014.08,165257.31
15780038,756,119208.85,169763.89
15756305,515,0.0,160663.11
15578799,625,53772.73,192072.1
15800326,717,0.0,93275.61
15785485,595,138878.81,112269.67
15783958,539,130922.81,2186.83
15727546,762,0.0,43075.7
15739576,706,0.0,12368.11
15631333,677,130866.19,42410.21
15604782,733,187257.94,190430.81
15589643,684,0.0,138394.37
15585533,679,147733.64,172501.38
15681506,478,0.0,197916.43
15630551,696,163139.27,7035.36
15698349,686,0.0,159676.55
15776631,466,119540.15,80603.99
15762216,686,129553.76,187599.8
15623927,576,0.0,94450.97
15681402,763,66101.89,143981.27
15586264,572,140431.98,26450.57
15594685,757,0.0,164482.92
15812945,582,0.0,84012.81
15734628,623,0.0,101192.08
15629323,617,116471.43,175324.74
15666823,425,0.0,197226.32
15777553,659,123785.24,99504.03
15613097,605,0.0,83700.66
15622217,538,88758.95,28226.15
15703588,665,153611.83,35321.65
15570835,491,112044.72,41229.73
15679299,726,123826.07,78970.58
15808044,580,106804.26,107890.69
15579208,550,0.0,191870.28
15684951,542,68892.77,7905.06
15667620,732,0.0,65731.53
15582960,473,125827.43,145698.73
15590730,745,0.0,50046.25
15763747,732,0.0,60830.24
15778320,848,148495.64,158853.98
15642787,572,133043.66,111243.09
15624633,702,74989.58,171014.69
15766765,664,60263.23,170835.32
15783615,630,129370.91,47775.34
15640161,618,157955.83,139297.71
15619889,556,0.0,195167.38
15579166,619,70729.17,160948.87
15789097,644,0.0,44965.54
15674880,658,0.0,52137.73
15778157,598,90721.52,109296.18
15779064,677,0.0,20092.89
15801265,689,57784.22,197804.0
15589204,591,131765.72,118782.06
15664543,699,0.0,152876.13
15582714,749,110022.74,135655.29
15797595,709,131569.63,103970.58
15614034,607,164523.5,35786.76
15763171,650,114330.95,25325.07
15647266,651,135923.16,18732.84
15757577,676,0.0,118522.73
15736656,723,0.0,89972.25
15635078,714,124693.48,187194.15
15680141,759,147936.42,106785.7
15576945,582,0.0,142516.35
15602034,697,126558.92,73334.43
15732020,610,106938.11,186612.47
15611029,488,140002.35,123613.81
15621210,599,123444.72,31368.08
15569222,781,147107.91,40066.95
15664639,645,128514.84,175969.19
15724223,545,0.0,10034.77
15644621,597,106756.01,151167.94
15756056,561,0.0,191387.76
15700353,662,0.0,51229.17
15624388,649,155393.32,87351.42
15627212,630,110414.48,48984.95
15648005,672,0.0,182738.0
15681446,636,157098.52,153535.27
15775888,593,85626.6,125079.65
15749019,545,93796.42,162321.26
15709928,567,0.0,3414.72
15784676,583,125268.03,165082.25
15748116,681,148143.84,52021.39
15612193,762,115545.33,148256.43
15762984,648,0.0,122899.01
15613713,644,44928.88,10771.46
15664204,706,0.0,18255.51
15639415,850,162442.35,183566.78
15806332,484,0.0,175224.12
15614929,508,96213.82,147913.56
15695492,439,156569.43,180598.66
15635972,484,0.0,186136.48
15616380,803,0.0,7455.2
15581440,724,110463.25,80552.11
15654390,640,154575.76,25722.28
15660688,701,0.0,170996.86
15806307,537,0.0,20603.32
15647975,651,147037.32,141763.26
15595728,523,119276.31,122284.38
15735388,717,108664.85,190011.85
15788535,593,0.0,128046.98
15765902,706,163034.82,135662.17
15642345,714,93059.34,7571.51
15641250,794,179581.31,23596.24
15706163,518,113625.93,92727.42
15746708,589,119961.48,65156.83
15775203,824,129209.48,60151.77
15787907,719,137227.04,149097.38
15646764,617,119024.75,35199.24
15678284,651,74623.5,129451.29
15726791,637,157929.45,145134.49
15813144,554,92606.86,192709.69
15669342,731,127862.93,139083.7
15710366,569,0.0,83629.6
15614934,625,142711.81,35625.41
15588701,592,0.0,35338.96
15665438,669,163159.85,15602.8
15644896,663,108586.86,182355.21
15670205,518,110624.99,89327.67
15635776,686,154846.24,151903.6
15791053,709,122917.71,11.58
15644005,571,0.0,77519.62
15796343,707,82787.93,91423.69
15751057,701,102500.34,106287.77
15623430,672,0.0,161800.77
15682600,620,159492.79,80582.34
15769312,557,0.0,185094.48
15708212,648,118241.02,172586.89
15650258,479,113090.4,195649.79
15604345,730,65763.57,145792.01
15578297,737,125537.38,138510.01
15671789,616,94263.91,168895.06
15726186,639,133434.57,97983.44
15764618,815,0.0,85167.88
15730738,786,0.0,18210.36
15637650,549,94748.76,13608.18
15606267,622,98640.74,110457.99
15625904,624,74681.9,31231.35
15654463,841,0.0,141582.66
15774151,614,179915.85,14666.35
15693259,676,128207.23,55400.17
15642468,697,132739.26,174667.65
15758531,732,0.0,154189.08
15728352,623,120509.81,142170.44
15637240,541,124547.13,94499.06
15595588,773,0.0,182081.45
15778395,762,88815.56,68562.26
15711825,655,82231.51,88798.02
15599251,602,184715.86,113781.99
15570004,850,0.0,121866.87
15656912,649,0.0,150390.57
15657342,850,147972.19,60708.72
15716284,543,0.0,78858.07
15672374,672,170008.84,56407.42
15732476,600,0.0,125698.97
15747724,671,0.0,23235.38
15633877,706,95386.82,75732.25
15672516,541,90373.28,179861.79
15607827,711,133467.77,42976.64
15751336,630,0.0,10486.69
15646539,531,96288.26,56794.73
15756901,641,91547.84,28157.34
15809286,631,138292.64,152422.91
15759021,685,0.0,167033.83
15725039,702,71667.74,126082.18
15579130,708,118994.84,181499.77
15754112,653,0.0,41967.03
15735522,654,145610.07,186300.59
15613326,596,138162.81,85412.54
15739502,549,135020.21,23343.18
15670914,754,0.0,180698.32
15604073,815,135161.67,136071.05
15806027,556,0.0,175149.2
15574886,706,94486.47,146949.74
15707120,850,117640.39,88920.68
15800845,732,111379.55,45098.62
15603914,614,0.0,20339.79
15722765,580,136820.99,108528.74
15783305,593,98752.51,145560.38
15574842,653,158266.42,199357.24
15607837,746,105599.67,43106.17
15714877,662,0.0,137508.31
15782941,573,0.0,91957.39
15630167,684,139723.9,120612.11
15759038,793,141806.46,102921.17
15661821,798,132571.67,31686.33
15728006,524,180516.9,180002.42
15712176,816,0.0,28407.4
15689351,742,92805.72,73743.95
15782247,540,0.0,186233.26
15769064,537,135309.36,31728.86
15718153,759,128917.84,48244.64
15613189,774,56580.93,113266.28
15661734,608,131390.75,71178.09
15592645,704,0.0,25684.93
15768387,581,0.0,29737.14
15792525,628,97361.66,149922.38
15586976,566,0.0,180702.12
15790659,701,0.0,27597.59
15691446,735,0.0,95025.27
15772632,680,0.0,167035.07
15706587,560,0.0,116781.71
15572461,663,102714.65,21170.81
15654409,665,67816.72,29641.58
15568025,758,81710.46,116520.07
15715769,621,75237.54,44220.4
15667458,764,124023.18,166188.28
15567980,537,100727.5,140857.76
15679294,589,107238.85,37024.28
15606507,555,0.0,27513.47
15578825,734,139994.66,17744.72
15619935,783,126224.87,4423.63
15636089,678,145751.03,109718.44
15727490,661,0.0,107243.31
15591766,607,121166.89,115288.24
15641629,537,0.0,41233.97
15813303,513,0.0,52952.24
15756920,576,70655.48,78955.8
15726403,660,129901.21,26025.6
15592765,637,125470.81,174536.17
15704442,672,169406.33,147311.47
15641136,629,0.0,77965.44
15725818,583,107041.3,5635.63
15612071,763,95153.77,81310.1
15719809,516,145166.09,111421.45
15716518,617,0.0,190269.21
15742210,700,65962.63,100950.48
15630617,727,140418.81,113033.73
15720838,689,139799.63,120663.57
15595537,626,171787.84,187192.23
15623196,686,149238.97,97825.23
15679249,351,163146.46,169621.69
15693199,739,0.0,191557.1
15661219,627,0.0,103287.62
15617136,451,61482.47,167538.66
15760294,512,145150.28,64869.32
15652808,774,126670.37,102426.06
15657139,652,84390.8,107876.2
15803790,638,89728.86,37294.88
15764105,475,0.0,89248.99
15672610,567,118628.8,91973.63
15766896,750,0.0,16870.2
15587735,850,96863.13,121681.19
15659501,753,142263.45,33730.43
15745001,683,0.0,104786.59
15651140,710,0.0,94790.34
15571148,645,0.0,28726.07
15776824,714,122724.37,67057.27
15633141,696,174902.26,69079.85
15764174,612,0.0,179780.74
15778155,520,108914.17,183572.39
15715920,782,98052.66,142587.32
15671917,666,123873.19,177844.06
15666548,466,111920.13,197634.11
15625623,567,0.0,121053.19
15748123,613,0.0,149613.77
15648735,718,0.0,142.81
15634974,614,75150.34,131766.67
15713378,711,0.0,53311.78
15753370,691,114753.76,107665.02
15782659,527,0.0,109523.88
15583364,476,111871.93,112132.86
15625942,619,0.0,113645.4
15720284,607,135927.06,180890.4
15679642,695,0.0,70974.13
15628007,653,0.0,53379.52
15661974,677,57037.74,158531.01
15689341,655,0.0,179267.94
15607993,625,79468.96,84606.03
15693267,679,121063.85,56984.58
15769522,734,118537.47,116912.45
15755825,666,0.0,102999.33
15598175,592,105082.07,132801.57
15744327,564,0.0,85455.62
15798666,814,0.0,98657.01
15577064,592,104702.65,107948.72
15759436,758,95813.76,67944.09
15690231,612,167026.61,192892.05
15751561,498,102453.26,187247.56
15739068,638,148045.45,114722.42
15758056,558,0.0,111687.57
15742269,756,0.0,184182.25
15726490,782,0.0,52759.82
15738411,505,104498.79,126451.14
15727919,671,0.0,12048.67
15709396,801,0.0,95804.33
15654106,604,149542.52,197911.52
15621653,716,87946.39,182531.74
15598086,624,68639.57,168002.31
15752300,607,148826.32,79450.61
15658693,827,0.0,60615.83
15631838,606,108166.09,8643.21
15803804,717,103214.71,172172.7
15578809,651,134760.21,174434.06
15752026,691,0.0,194930.3
15723706,573,90124.64,137476.71
15752838,723,0.0,94415.6
15569571,584,87361.02,120376.87
15769703,550,111257.59,97623.42
15679770,611,131583.59,66238.23
15791102,549,95020.8,131710.59
15655192,850,0.0,69052.87
15709487,668,80242.37,56780.97
15687130,686,0.0,170072.9
15755178,660,0.0,191849.15
15634772,682,122661.39,84803.76
15617197,524,0.0,31840.59
15631240,645,0.0,12096.61
15784301,850,0.0,44165.84
15631310,537,0.0,91406.62
15756560,599,81742.84,83282.21
15732270,727,0.0,198446.91
15739357,756,145127.85,7554.68
15771540,755,148912.44,80416.16
15567486,634,0.0,164549.74
15714634,837,89900.24,175477.03
15727021,727,119027.28,137903.54
15650670,567,105222.86,93795.86
15711834,650,0.0,67997.13
15729763,655,116114.93,49492.15
15646566,763,187911.55,35825.18
15645463,843,0.0,67494.23
15672144,667,144432.04,73963.17
15596088,705,77065.9,145159.26
15614878,660,180520.29,123850.58
15635240,553,0.0,23822.04
15775905,612,130024.87,45750.21
15700657,641,110086.69,159773.14
15611905,513,174853.46,84238.63
15652527,680,108724.98,72330.46
15785865,711,91285.13,26767.85
15645942,689,0.0,164768.82
15688691,665,110610.41,1112.76
15592736,551,102994.04,176680.16
15673529,645,59893.85,43999.64
15724145,616,149318.55,140746.13
15704629,582,116409.55,152790.92
15597896,365,127760.07,81537.85
15731790,697,132591.36,7387.8
15634719,704,0.0,183038.33
15703205,656,113402.14,138849.06
15567333,712,0.0,170333.38
15754537,748,0.0,60416.76
15612030,724,0.0,100240.2
15573242,691,136953.47,2704.98
15601892,563,0.0,68815.05
15663885,741,0.0,64839.23
15701096,778,123863.64,144494.94
15710450,848,120811.89,185510.34
15790846,634,148430.55,56055.72
15658956,505,47869.69,155061.97
15755223,692,150926.99,119817.19
15787318,537,103163.35,16259.64
15737310,633,130206.28,184654.87
15763665,833,136674.51,5278.78
15668818,592,200322.45,113244.73
15765812,587,0.0,8908.0
15704844,550,80927.56,64490.67
15744582,680,0.0,154971.63
15616700,622,0.0,155786.39
15683521,594,142574.71,129084.82
15583049,643,160426.07,188533.11
15643752,540,116160.23,13411.67
15620398,635,98683.47,15733.19
15715707,657,118829.03,73127.61
15814209,814,118870.92,101704.19
15733768,600,0.0,101986.16
15755242,682,0.0,114442.66
15729412,682,107192.38,15669.17
15746564,566,108010.78,157486.1
15588446,550,0.0,131281.28
15665221,630,129837.72,197001.15
15640846,546,106458.31,128881.87
15700209,486,97009.15,85101.0
15658360,762,122929.42,149822.04
15602735,692,152296.83,108040.86
15724834,498,0.0,135795.53
15800062,850,0.0,25867.67
15685300,603,128993.76,130483.56
15760102,551,0.0,183479.12
15787026,627,185267.45,77027.34
15653696,515,0.0,94141.75
15788946,605,116805.82,4092.75
15600724,567,129750.68,109257.59
15574324,568,129177.01,104617.99
15707144,571,82506.72,167705.07
15775891,634,107247.69,103712.05
15711789,768,0.0,161242.99
15600879,554,157780.93,6089.13
15681196,629,172170.36,159777.37
15716000,638,0.0,7919.08
15766776,576,0.0,188274.6
15680278,661,75361.44,27608.12
15688637,592,0.0,183569.25
15591179,702,0.0,145537.32
15677435,647,98263.46,164717.95
15698619,593,0.0,76357.43
15581036,712,109308.79,120158.72
15622117,625,0.0,151843.54
15599301,538,164365.44,5698.97
15581548,637,98800.0,122865.55
15586870,632,193125.85,152665.85
15735263,736,51522.75,192131.77
15765322,755,84284.48,62851.6
15582944,425,0.0,140941.47
15687162,461,119889.84,56767.67
15644962,745,137910.45,177235.23
15612615,616,0.0,86242.18
15813439,587,100116.82,34215.58
15604544,850,166082.15,44406.17
15761348,601,0.0,165196.65
15785078,730,0.0,34542.41
15759874,532,148595.55,74838.64
15643658,850,94078.97,36980.54
15713267,779,0.0,111676.63
15737782,562,0.0,25858.68
15815490,670,164948.98,177028.0
15679410,729,140549.4,30990.16
15756241,767,152509.25,136915.15
15688409,742,191864.51,108457.99
15742272,669,96418.09,131609.48
15717898,542,131945.94,159737.56
15769582,586,0.0,142238.54
15635660,612,142910.15,105890.55
15576723,740,0.0,194270.91
15591577,584,146311.58,105443.47
15582325,524,87894.26,173899.42
15693947,614,97445.49,122823.34
15760446,598,0.0,13181.37
15611105,799,0.0,140780.8
15630920,724,154485.74,78560.64
15574910,601,115625.07,185855.21
15756472,804,108396.67,128276.95
15682890,745,65095.41,140197.42
15641994,667,103018.45,32462.39
15733297,518,84764.79,162253.9
15767793,819,0.0,30498.7
15725698,520,115680.81,90280.7
15813532,625,0.0,32615.21
15576760,673,73088.06,196142.26
15732102,656,150905.03,16998.72
15739046,850,143054.85,62980.96
15631927,574,0.0,185660.3
15672115,679,0.0,77331.77
15618765,530,99948.45,97338.62
15679148,508,115451.05,67234.33
15728474,558,108235.91,143783.28
15636999,414,0.0,77661.12
15754261,648,98795.61,89123.99
15629150,721,0.0,70810.8
15736274,751,0.0,17550.49
15627697,662,0.0,21497.27
15721585,628,113146.98,124749.08
15639946,597,162532.14,36051.46
15792176,698,92053.44,143681.83
15699450,723,0.0,150694.58
15729954,586,0.0,170487.4
15600103,633,104944.1,97684.46
15786200,564,0.0,53520.03
15797010,649,0.0,15200.61
15670172,622,107879.04,196894.62
15627352,459,110356.42,4969.13
15622494,718,0.0,26229.24
15585835,655,109783.69,134034.32
15595071,696,149777.0,198032.93
15628203,637,104339.56,119882.86
15667190,630,85818.18,133102.3
15780212,592,212692.97,176395.02
15766869,634,89696.84,193179.88
15775741,608,0.0,125062.02
15628170,565,68067.24,143287.58
15701318,763,148564.66,87236.4
15710928,665,136354.16,93769.89
15682547,649,122214.0,88965.46
15631170,695,0.0,30793.61
15648702,775,119684.88,74532.02
15783444,788,135139.33,113086.08
15809178,569,146100.75,32574.01
15806688,726,123110.9,130113.78
15576824,564,111760.4,104722.47
15675422,544,110728.39,14559.62
15681550,614,121558.46,598.8
15812628,453,120623.21,129697.99
15597951,471,114713.57,36315.03
15807045,829,103457.76,1114.12
15581748,754,101134.87,70954.41
15770420,749,78136.36,73470.98
15608230,667,0.0,91573.19
15730339,670,133446.34,3154.95
15712584,670,0.0,88187.81
15592816,623,108076.33,118855.26
15641480,571,131354.25,125256.53
15708505,641,62974.64,39016.43
15791131,551,143340.44,145796.49
15618225,741,116993.43,168816.22
15644724,472,58662.92,73322.0
15662098,650,128808.65,113677.53
15723894,625,137555.44,124607.7
15787699,650,142393.11,11276.48
15687738,535,0.0,136620.64
15576126,649,125785.23,70523.92
15658889,689,136444.25,51980.25
15667046,694,121527.4,113481.02
15669957,655,144696.75,49025.79
15655794,620,0.0,145937.99
15599829,577,0.0,25161.61
15753332,401,128140.17,175753.55
15671124,599,120383.41,24903.09
15767474,481,0.0,169719.35
15720671,704,129735.3,179565.57
15626787,698,185078.26,115337.74
15774491,480,0.0,48131.92
15579647,682,0.0,160828.98
15625522,700,0.0,145151.96
15765806,492,144591.96,196293.76
15566708,444,0.0,161653.5
15668347,624,0.0,84635.64
15575214,709,0.0,159486.76
15591123,557,100194.44,38596.34
15573280,646,145295.31,27814.74
15589018,719,106070.29,183893.31
15654495,706,120621.89,140803.7
15597265,660,0.0,146585.53
15733876,667,0.0,40062.29
15677217,705,0.0,181300.32
15747265,598,171283.91,84136.12
15713379,669,0.0,197594.34
15730433,580,128218.47,125953.83
15693347,676,0.0,75465.41
15715465,714,77776.39,177737.07
15680736,597,124978.19,7144.46
15610765,559,0.0,155639.76
15650034,564,0.0,162428.05
15782468,850,109799.55,12457.76
15685109,689,0.0,14917.09
15776233,758,125397.21,182184.09
15761141,604,0.0,129984.2
15781702,733,111347.37,194872.97
15790235,778,104291.41,117507.11
15641416,732,94867.18,157527.6
15775234,646,0.0,92612.88
15659475,597,135703.59,74850.84
15642202,821,106453.53,127413.0
15771417,640,132412.38,69584.3
15585100,511,124401.6,198814.24
15700487,805,118022.06,162643.15
15726589,540,82531.11,114092.52
15747503,705,184552.12,68860.3
15595883,540,127278.31,16150.34
15663826,532,0.0,115227.02
15742820,535,0.0,170621.55
15624793,627,184244.86,103099.22
15597930,646,59669.43,172495.81
15665110,515,79543.59,38772.82
15770719,697,151553.19,44946.29
15731327,652,166527.88,146007.7
15576044,579,150329.15,145558.42
15775662,760,121911.59,193312.33
15646817,769,156773.78,40257.79
15596060,498,127864.26,46677.9
15723299,774,113709.28,153887.93
15636982,705,79974.55,103108.33
15751175,648,0.0,58652.23
15618936,688,0.0,91624.11
15787529,592,0.0,65986.48
15780128,705,144427.96,113845.19
15615991,654,99263.09,67607.9
15757001,624,79368.87,145471.94
15595388,594,0.0,124071.71
15699550,695,0.0,67502.12
15581620,597,0.0,78707.97
15600934,758,125095.94,171189.83
15738672,737,162485.8,149381.32
15721307,694,95668.82,100335.55
15619280,683,0.0,152698.24
15768244,538,0.0,41192.95
15806837,669,0.0,132540.33
15643496,730,74197.38,96875.52
15813916,622,89688.94,152305.47
15626385,714,103121.33,49672.01
15603582,569,0.0,133997.53
15764351,668,120170.07,50454.8
15667938,628,149136.31,16402.11
15576360,600,141136.79,67803.83
15628813,693,152341.55,9241.78
15584190,704,120026.98,100601.73
15716449,527,132168.28,98734.15
15759913,553,85200.82,160574.09
15701555,575,84903.33,26015.8
15758482,626,0.0,187172.54
15758171,582,0.0,55763.66
15680346,683,0.0,75848.22
15649124,850,121535.18,40313.47
15812917,653,116662.96,23864.21
15768455,679,0.0,51380.9
15703059,549,124829.16,93551.36
15646196,850,155180.56,169415.54
15585451,558,108262.87,6935.31
15714057,528,0.0,25399.7
15748473,801,0.0,66256.27
15785782,513,0.0,114709.13
15693233,666,99812.88,158357.97
15757521,606,132164.26,164815.59
15812513,599,103583.05,132127.69
15674950,544,142406.43,146637.45
15678572,529,99842.5,90256.06
15713608,850,0.0,34827.43
15579262,497,0.0,22074.48
15610426,764,81042.42,109805.17
15776454,603,0.0,100478.6
15771483,609,0.0,97416.34
15648489,487,199689.49,24207.86
15646609,748,142645.43,69132.66
15693203,710,0.0,9376.89
15813067,432,110219.14,43046.7
15769829,534,0.0,20856.31
15662434,607,0.0,187048.72
15773503,551,0.0,53420.53
15705890,674,142072.02,37013.29
15711398,525,0.0,89566.64
15752375,645,149564.61,149913.84
15659175,755,0.0,18066.69
15597033,708,153366.13,26912.34
15590228,715,76467.16,173511.72
15631848,727,121508.28,146785.44
15654211,559,0.0,1050.33
15707968,545,73211.12,89587.34
15594084,524,0.0,74405.34
15651093,707,0.0,54409.48
15798824,671,92674.94,3647.57
15671591,439,96196.24,198874.52
15707189,667,114391.62,53412.54
15733581,831,80262.66,194867.78
15641640,545,173331.52,150452.88
15585284,604,147285.52,57807.05
15617866,657,119785.47,107534.32
15667751,487,140137.15,194073.33
15669411,750,107467.56,126233.18
15789425,694,98218.04,182354.46
15570943,711,133607.75,120586.32
15685829,551,0.0,50578.4
15721917,559,95139.41,86575.46
15776047,620,0.0,153392.28
15716024,660,0.0,115509.59
15675328,449,0.0,82176.48
15604314,703,97331.19,63717.49
15658339,795,139265.63,198745.94
15630402,594,0.0,5719.11
15689616,586,168094.01,20058.61
15774224,613,131563.88,170638.98
15701291,601,0.0,30607.11
15719606,657,0.0,37171.46
15644119,531,0.0,42589.33
15646859,621,107363.29,66799.28
15606836,782,94493.03,101866.39
15664150,528,170214.23,49284.0
15624510,696,139781.06,27445.4
15810944,586,0.0,70760.69
15668575,626,148610.41,104502.02
15603246,498,170241.7,165407.96
15804002,691,128306.83,113580.79
15728773,568,0.0,45978.39
15598044,715,0.0,152012.36
15694829,680,175454.0,77349.92
15600575,802,0.0,47322.05
15727311,539,100885.93,38772.65
15570769,494,93320.8,24489.44
15606274,594,63176.44,14466.08
15746139,596,139451.67,63142.12
15704987,649,49113.75,41858.43
15628972,699,123906.22,127443.82
15697686,787,0.0,84151.98
15733883,604,0.0,58595.64
15617482,489,131441.51,37240.11
15704583,651,0.0,114522.68
15621083,698,136325.48,72549.27
15649487,578,113150.44,176712.59
15736760,538,0.0,152855.96
15714658,696,0.0,73371.65
15599081,507,102785.16,70323.68
15705113,685,83264.28,9663.28
15631159,705,72252.64,142514.66
15792818,499,148051.52,118623.94
15633531,717,138489.66,68400.14
15744529,510,0.0,115291.86
15669656,632,111589.33,170382.99
15581198,668,122104.79,112946.67
15729054,744,96106.83,79812.77
15573452,663,115930.87,19862.78
15776733,638,124513.66,158610.89
15724858,688,0.0,191212.63
15713144,588,0.0,61931.21
15690188,631,0.0,58043.02
15689425,687,100988.39,22247.27
15671766,599,118577.24,31448.52
15782806,718,0.0,146875.86
15764419,730,0.0,116081.93
15591915,533,0.0,73669.94
15772798,711,0.0,93959.96
15792008,555,0.0,158918.03
15715541,850,113311.11,198193.75
15639277,678,0.0,13160.03
15798850,576,0.0,4660.91
15776348,835,124365.42,180197.74
15727696,592,147249.29,63023.02
15793813,774,103688.19,118971.74
15694395,620,138740.24,154700.61
15764195,519,111900.14,97577.17
15744919,734,152760.24,48990.5
15671655,763,143966.3,140262.96
15654901,733,141556.96,130189.53
15649136,650,0.0,16301.91
15775562,538,0.0,126962.41
15807481,577,0.0,158750.53
15642885,792,0.0,199644.2
15789109,686,0.0,144272.71
15814004,589,0.0,98320.27
15673619,530,162560.32,64129.03
15595135,778,123229.46,181221.09
15583681,616,76665.71,163809.08
15605000,550,140278.99,171457.06
15718071,655,0.0,15801.02
15679760,721,115764.32,102950.79
15654574,499,131142.53,174918.46
15577178,511,68375.27,193160.25
15595324,579,117833.3,5831.0
15756932,696,0.0,82298.59
15726358,681,0.0,130686.59
15595228,815,0.0,52885.23
15782530,681,111093.01,68985.99
15592877,641,132657.55,35367.19
15651983,591,128882.49,196241.94
15746737,565,69129.59,170705.53
15774179,487,0.0,126477.41
15667265,729,121404.64,159618.17
15655123,505,131355.3,195395.33
15595917,580,102097.33,168285.85
15668385,642,154863.15,138052.51
15709476,850,99945.93,71179.31
15711218,616,121704.32,55556.3
15798659,526,0.0,31705.19
15663939,523,138782.76,186118.93
15694946,663,0.0,195580.28
15631912,840,136291.71,54113.38
15768816,570,107856.57,127528.84
15682268,676,108348.66,60231.74
15684801,689,93871.95,156878.42
15636428,703,0.0,182784.11
15809823,491,125860.2,129690.5
15699284,584,172713.44,113860.81
15786993,810,0.0,184524.74
15709441,745,0.0,36124.98
15710257,625,130786.92,121316.07
15582492,535,112367.34,185630.76
15575694,729,91091.06,71133.12
15756820,655,106198.5,32020.42
15766289,751,142669.93,162760.96
15593014,525,112833.35,175178.56
15584545,532,0.0,177099.71
15675949,696,0.0,66406.37
15672091,786,104336.43,59559.81
15801658,580,104305.74,175750.21
15706185,596,140187.1,174311.3
15789863,683,0.0,171716.81
15720943,747,114959.12,189362.39
15697997,602,164704.38,180716.1
15665416,779,119096.55,116977.89
15660200,551,0.0,185105.44
15619653,666,0.0,35046.97
15773447,526,0.0,36251.0
15739160,849,115465.28,103174.5
15689237,471,0.0,122642.09
15679297,628,184926.61,122937.57
15591433,674,85957.88,8757.39
15642725,797,114084.6,125782.29
15701962,590,166930.76,122487.73
15811613,588,0.0,20066.38
15741049,577,0.0,55473.15
15724423,571,107193.82,38962.94
15574305,680,116275.12,63795.8
15678168,648,0.0,163060.43
15697020,618,91068.56,26578.69
15610801,648,123049.21,5066.76
15745232,759,0.0,140497.67
15722758,585,0.0,146156.98
15792102,774,137781.65,199316.19
15675185,697,108128.96,103944.37
15801247,605,105317.73,138021.36
15725660,676,80569.73,68621.98
15638963,678,174852.89,28149.06
15800061,495,89158.94,135169.76
15578006,787,0.0,116537.96
15668504,770,89800.14,105922.69
15687491,817,101207.75,88211.12
15610403,659,106086.42,26900.63
15741094,693,0.0,3494.02
15807909,744,0.0,113163.17
15666141,829,101440.36,19324.5
15617134,716,0.0,189678.7
15783029,671,106603.74,26387.71
15622833,835,130420.2,106276.55
15746422,636,0.0,45015.38
15750839,649,45022.23,173495.77
15749130,621,74298.43,52581.96
15779862,658,133003.03,146339.27
